time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),relative_humidity_2m_mean (%),wind_speed_10m_mean (km/h),ville
2022-07-21,16.6,22.0,12.4,66,8.7,Nairobi
2022-07-21,28.7,33.5,24.6,68,15.0,New York
2022-07-21,21.2,25.4,17.1,72,7.2,Paris
2022-07-21,14.2,14.8,13.1,72,16.0,Sydney
2022-07-21,27.4,31.1,25.0,78,21.1,Tokyo
2022-07-22,12.5,17.4,7.7,81,12.1,Antananarivo
2022-07-22,15.6,20.3,11.1,71,7.3,Nairobi
2022-07-22,27.6,34.1,21.5,61,11.4,New York
2022-07-22,20.4,24.4,17.0,83,8.5,Paris
2022-07-22,13.7,17.2,10.3,79,11.4,Sydney
2022-07-22,26.8,30.4,23.4,81,21.8,Tokyo
2022-07-23,13.4,17.9,11.0,82,11.7,Antananarivo
2022-07-23,15.7,21.6,9.9,68,6.4,Nairobi
2022-07-23,27.9,34.3,22.8,62,9.0,New York
2022-07-23,21.3,25.2,17.7,74,9.1,Paris
2022-07-23,11.9,16.3,8.4,91,7.6,Sydney
2022-07-23,27.5,31.2,23.2,80,9.8,Tokyo
2022-07-24,14.2,18.7,11.1,76,9.1,Antananarivo
2022-07-24,16.9,24.4,10.7,68,7.2,Nairobi
2022-07-24,29.4,35.8,23.9,57,13.5,New York
2022-07-24,24.0,30.5,16.3,62,8.5,Paris
2022-07-24,11.3,17.2,7.0,90,7.5,Sydney
2022-07-24,27.3,31.6,24.1,72,22.9,Tokyo
2022-07-25,13.8,19.6,7.7,76,9.4,Antananarivo
2022-07-25,16.7,22.8,9.9,67,7.3,Nairobi
2022-07-25,27.7,31.8,25.0,70,17.2,New York
2022-07-25,22.3,26.5,18.0,59,16.1,Paris
2022-07-25,12.3,17.6,8.4,85,8.4,Sydney
2022-07-25,27.9,32.5,24.9,79,21.3,Tokyo
2022-07-26,14.4,20.6,9.0,78,8.5,Antananarivo
2022-07-26,16.5,22.4,11.5,66,7.1,Nairobi
2022-07-26,25.1,28.8,19.9,61,11.4,New York
2022-07-26,19.1,22.4,15.4,65,11.8,Paris
2022-07-26,11.8,17.0,8.6,63,22.6,Sydney
2022-07-26,26.8,28.5,25.4,87,26.6,Tokyo
2022-07-27,14.1,19.8,7.9,71,7.5,Antananarivo
2022-07-27,16.4,23.3,10.8,67,5.3,Nairobi
2022-07-27,23.5,28.0,18.0,64,10.1,New York
2022-07-27,19.7,24.0,13.7,55,10.0,Paris
2022-07-27,11.8,16.5,9.4,66,16.8,Sydney
2022-07-27,27.7,31.0,25.2,82,22.9,Tokyo
2022-07-28,14.6,22.1,7.1,75,8.7,Antananarivo
2022-07-28,17.0,21.8,13.4,69,6.3,Nairobi
2022-07-28,25.6,30.5,22.1,80,11.6,New York
2022-07-28,20.6,26.7,14.1,47,8.3,Paris
2022-07-28,12.8,18.4,8.3,70,11.7,Sydney
2022-07-28,27.1,31.4,23.2,83,10.3,Tokyo
2022-07-29,14.3,18.3,11.5,82,12.1,Antananarivo
2022-07-29,17.2,21.8,13.6,72,6.5,Nairobi
2022-07-29,26.7,30.5,22.2,66,11.9,New York
2022-07-29,22.4,28.2,15.1,47,7.5,Paris
2022-07-29,10.1,14.9,4.5,63,14.6,Sydney
2022-07-29,27.9,32.2,24.5,79,15.5,Tokyo
2022-07-30,14.9,19.3,12.0,79,12.1,Antananarivo
2022-07-30,16.8,22.4,13.0,76,6.1,Nairobi
2022-07-30,26.3,32.0,22.0,61,13.1,New York
2022-07-30,23.8,30.1,17.3,52,8.6,Paris
2022-07-30,9.7,15.1,4.0,79,7.2,Sydney
2022-07-30,28.7,32.4,25.3,80,10.2,Tokyo
2022-07-31,14.7,20.2,8.6,75,9.7,Antananarivo
2022-07-31,17.2,21.6,13.7,72,6.6,Nairobi
2022-07-31,24.2,28.5,18.9,62,10.2,New York
2022-07-31,22.6,28.3,16.2,66,10.7,Paris
2022-07-31,13.9,16.5,11.7,63,14.9,Sydney
2022-07-31,30.1,34.4,26.2,72,9.8,Tokyo
2022-08-01,14.9,20.8,9.4,76,11.2,Antananarivo
2022-08-01,17.1,21.6,14.1,72,6.2,Nairobi
2022-08-01,23.5,26.1,20.7,77,8.4,New York
2022-08-01,22.0,26.4,17.7,67,7.9,Paris
2022-08-01,11.1,18.5,5.9,67,11.0,Sydney
2022-08-01,30.2,34.8,26.1,71,11.4,Tokyo
2022-08-02,14.4,20.2,10.2,74,14.7,Antananarivo
2022-08-02,15.1,19.3,11.3,82,5.7,Nairobi
2022-08-02,26.2,33.2,21.2,69,9.7,New York
2022-08-02,23.5,29.6,16.3,59,6.2,Paris
2022-08-02,12.7,17.7,10.1,56,11.5,Sydney
2022-08-02,31.2,36.1,26.4,69,11.7,Tokyo
2022-08-03,14.0,19.3,9.5,80,11.3,Antananarivo
2022-08-03,15.7,19.1,12.1,72,6.2,Nairobi
2022-08-03,26.0,32.3,21.2,64,10.7,New York
2022-08-03,26.9,34.1,18.5,53,5.5,Paris
2022-08-03,18.2,21.6,16.0,63,21.1,Sydney
2022-08-03,30.8,36.5,23.9,67,11.5,Tokyo
2022-08-04,14.3,19.9,10.0,76,10.7,Antananarivo
2022-08-04,15.5,18.9,13.7,76,7.1,Nairobi
2022-08-04,26.3,33.0,21.2,71,13.9,New York
2022-08-04,23.4,27.9,19.1,66,12.0,Paris
2022-08-04,17.2,20.7,14.5,79,20.8,Sydney
2022-08-04,24.5,27.8,22.3,86,14.3,Tokyo
2022-08-05,13.8,20.8,7.6,71,8.4,Antananarivo
2022-08-05,15.4,19.7,10.9,73,6.9,Nairobi
2022-08-05,27.9,32.7,23.0,63,8.5,New York
2022-08-05,20.5,25.7,16.3,63,14.6,Paris
2022-08-05,15.5,20.9,11.1,56,16.6,Sydney
2022-08-05,23.6,27.3,21.3,79,11.0,Tokyo
2022-08-06,13.9,22.0,8.2,76,6.9,Antananarivo
2022-08-06,15.6,21.1,10.2,73,6.3,Nairobi
2022-08-06,27.7,32.4,23.3,72,13.0,New York
2022-08-06,18.7,23.8,12.7,45,15.7,Paris
2022-08-06,12.4,17.9,8.7,63,13.7,Sydney
2022-08-06,25.2,27.6,23.4,80,10.4,Tokyo
2022-08-07,13.5,21.0,7.5,74,8.7,Antananarivo
2022-08-07,15.0,21.5,9.0,70,6.6,Nairobi
2022-08-07,28.0,34.1,23.5,73,17.8,New York
2022-08-07,20.4,26.2,13.8,45,15.8,Paris
2022-08-07,11.9,16.2,8.4,72,14.3,Sydney
2022-08-07,27.7,30.6,25.8,82,16.9,Tokyo
2022-08-08,13.2,19.7,6.8,73,12.1,Antananarivo
2022-08-08,14.6,21.4,9.3,73,6.8,Nairobi
2022-08-08,29.0,34.5,25.3,67,15.9,New York
2022-08-08,21.8,28.4,14.4,47,15.4,Paris
2022-08-08,11.4,15.4,8.0,74,15.1,Sydney
2022-08-08,28.5,31.4,25.9,78,30.5,Tokyo
2022-08-09,12.8,18.0,7.7,76,14.8,Antananarivo
2022-08-09,15.6,23.5,9.5,71,5.3,Nairobi
2022-08-09,30.4,37.3,26.1,64,16.5,New York
2022-08-09,23.7,30.3,16.1,46,14.9,Paris
2022-08-09,11.5,14.3,9.0,83,16.6,Sydney
2022-08-09,29.1,33.0,26.2,76,33.8,Tokyo
2022-08-10,13.0,18.8,8.9,80,16.6,Antananarivo
2022-08-10,16.6,22.3,10.7,68,5.8,Nairobi
2022-08-10,26.8,32.6,23.0,70,11.1,New York
2022-08-10,25.7,32.2,18.1,39,13.2,Paris
2022-08-10,10.5,15.5,6.4,87,8.7,Sydney
2022-08-10,28.8,32.7,25.8,77,31.6,Tokyo
2022-08-11,12.9,17.0,8.9,74,18.1,Antananarivo
2022-08-11,16.8,21.9,13.9,71,7.8,Nairobi
2022-08-11,26.1,32.1,23.0,69,8.1,New York
2022-08-11,25.6,31.9,17.9,35,13.1,Paris
2022-08-11,13.9,16.4,12.3,71,12.5,Sydney
2022-08-11,28.3,32.0,25.8,76,34.0,Tokyo
2022-08-12,13.8,18.3,10.2,77,15.3,Antananarivo
2022-08-12,16.7,20.6,13.6,67,8.9,Nairobi
2022-08-12,25.2,29.0,21.2,53,15.7,New York
2022-08-12,25.7,32.9,17.1,36,10.5,Paris
2022-08-12,13.0,17.5,10.3,89,10.1,Sydney
2022-08-12,27.9,31.5,25.3,76,32.5,Tokyo
2022-08-13,12.8,18.9,7.0,79,12.6,Antananarivo
2022-08-13,16.0,19.9,11.9,76,6.4,Nairobi
2022-08-13,22.3,27.0,17.6,47,15.0,New York
2022-08-13,25.2,32.0,17.3,35,9.9,Paris
2022-08-13,12.2,16.8,9.2,65,15.3,Sydney
2022-08-13,26.6,30.5,24.2,83,29.4,Tokyo
2022-08-14,14.3,20.1,8.3,75,11.3,Antananarivo
2022-08-14,16.6,22.8,12.0,75,5.6,Nairobi
2022-08-14,22.0,26.9,16.6,57,11.4,New York
2022-08-14,21.6,27.2,18.1,59,8.4,Paris
2022-08-14,12.7,16.1,10.2,58,19.0,Sydney
2022-08-14,28.3,32.4,25.0,83,11.1,Tokyo
2022-08-15,14.1,21.4,7.0,78,7.6,Antananarivo
2022-08-15,17.4,22.9,14.4,77,6.1,Nairobi
2022-08-15,22.5,27.3,17.9,61,10.0,New York
2022-08-15,20.8,25.8,17.0,73,7.6,Paris
2022-08-15,12.2,17.6,8.2,62,15.0,Sydney
2022-08-15,28.9,31.9,26.2,80,14.6,Tokyo
2022-08-16,16.9,25.3,11.6,73,5.7,Antananarivo
2022-08-16,17.6,23.8,13.8,77,6.4,Nairobi
2022-08-16,22.6,28.0,18.1,63,12.2,New York
2022-08-16,20.6,26.1,16.9,78,6.6,Paris
2022-08-16,11.7,17.2,7.0,65,14.9,Sydney
2022-08-16,29.2,34.0,25.5,78,21.9,Tokyo
2022-08-17,16.5,22.8,10.4,73,9.7,Antananarivo
2022-08-17,15.2,20.2,9.8,76,9.1,Nairobi
2022-08-17,22.6,26.9,18.2,62,7.5,New York
2022-08-17,20.6,24.7,17.0,77,7.7,Paris
2022-08-17,11.2,17.9,6.6,82,8.4,Sydney
2022-08-17,26.6,31.8,22.8,78,10.1,Tokyo
2022-08-18,15.8,23.6,9.7,72,7.4,Antananarivo
2022-08-18,16.2,24.2,8.8,61,7.1,Nairobi
2022-08-18,23.3,30.6,17.1,63,9.4,New York
2022-08-18,21.1,25.1,16.2,74,8.2,Paris
2022-08-18,15.1,20.0,12.3,61,10.6,Sydney
2022-08-18,25.8,29.1,21.8,76,18.4,Tokyo
2022-08-19,14.8,22.7,8.5,73,8.0,Antananarivo
2022-08-19,17.2,25.6,9.2,58,7.4,Nairobi
2022-08-19,24.1,31.5,17.7,56,9.9,New York
2022-08-19,20.1,24.3,15.7,79,11.5,Paris
2022-08-19,11.6,18.4,6.9,73,12.3,Sydney
2022-08-19,26.2,31.1,21.8,75,11.5,Tokyo
2022-08-20,14.9,23.0,8.5,75,6.1,Antananarivo
2022-08-20,19.0,26.8,10.9,54,7.5,Nairobi
2022-08-20,25.9,31.5,21.0,62,11.8,New York
2022-08-20,18.8,24.0,13.5,68,8.2,Paris
2022-08-20,13.2,18.5,9.4,62,14.4,Sydney
2022-08-20,26.1,30.0,23.5,83,10.1,Tokyo
2022-08-21,16.4,25.7,8.6,73,10.3,Antananarivo
2022-08-21,19.2,27.2,11.2,53,7.8,Nairobi
2022-08-21,24.0,27.7,19.9,76,11.8,New York
2022-08-21,20.1,26.7,13.1,65,9.1,Paris
2022-08-21,12.0,17.6,6.5,69,10.1,Sydney
2022-08-21,26.0,30.0,23.5,84,12.2,Tokyo
2022-08-22,14.8,19.9,10.5,72,17.7,Antananarivo
2022-08-22,17.2,22.6,12.5,60,6.7,Nairobi
2022-08-22,22.9,24.3,21.6,87,10.3,New York
2022-08-22,21.4,25.4,16.2,65,6.7,Paris
2022-08-22,14.8,20.6,11.2,53,15.9,Sydney
2022-08-22,25.8,28.7,23.7,87,11.3,Tokyo
2022-08-23,14.3,21.1,7.3,73,12.8,Antananarivo
2022-08-23,15.8,22.3,9.5,67,6.9,Nairobi
2022-08-23,23.7,29.0,20.7,82,6.2,New York
2022-08-23,23.1,28.3,17.0,67,5.5,Paris
2022-08-23,10.8,20.3,7.3,71,22.1,Sydney
2022-08-23,27.6,30.6,25.0,84,16.4,Tokyo
2022-08-24,13.5,19.2,9.4,77,15.6,Antananarivo
2022-08-24,16.4,23.2,11.1,63,8.2,Nairobi
2022-08-24,25.0,31.2,19.5,63,9.1,New York
2022-08-24,24.7,31.4,17.3,59,6.3,Paris
2022-08-24,11.3,16.4,8.1,62,16.6,Sydney
2022-08-24,26.4,32.7,23.2,74,15.2,Tokyo
2022-08-25,13.5,18.2,9.8,76,14.6,Antananarivo
2022-08-25,16.5,20.5,11.5,65,6.1,Nairobi
2022-08-25,25.2,31.5,19.2,58,9.1,New York
2022-08-25,23.4,31.0,18.0,58,12.0,Paris
2022-08-25,13.1,17.5,9.6,74,10.1,Sydney
2022-08-25,26.6,30.3,23.9,80,11.3,Tokyo
2022-08-26,13.7,18.6,9.4,76,13.8,Antananarivo
2022-08-26,17.1,21.7,13.4,70,6.3,Nairobi
2022-08-26,24.6,29.3,21.0,73,11.5,New York
2022-08-26,21.4,26.0,17.4,66,13.1,Paris
2022-08-26,13.1,16.2,10.3,84,14.1,Sydney
2022-08-26,27.7,30.8,25.4,84,12.4,Tokyo
2022-08-27,13.3,19.1,8.2,75,12.9,Antananarivo
2022-08-27,15.5,19.7,12.2,79,6.7,Nairobi
2022-08-27,24.9,29.5,20.2,69,9.5,New York
2022-08-27,20.2,25.2,15.4,58,10.7,Paris
2022-08-27,12.1,16.8,7.8,87,7.0,Sydney
2022-08-27,27.6,32.6,24.1,76,17.7,Tokyo
2022-08-28,14.0,20.0,10.2,75,9.1,Antananarivo
2022-08-28,15.8,21.4,11.3,72,6.2,Nairobi
2022-08-28,24.0,27.2,21.6,82,12.3,New York
2022-08-28,20.5,25.6,14.8,59,11.4,Paris
2022-08-28,15.2,18.8,12.2,83,11.0,Sydney
2022-08-28,22.0,24.9,19.7,85,12.2,Tokyo
2022-08-29,16.5,24.4,9.1,73,6.8,Antananarivo
2022-08-29,18.1,24.9,11.2,65,6.0,Nairobi
2022-08-29,24.3,28.4,21.1,83,11.7,New York
2022-08-29,22.5,28.4,16.5,48,13.0,Paris
2022-08-29,16.0,19.4,13.0,81,15.1,Sydney
2022-08-29,22.1,26.9,19.3,70,14.0,Tokyo
2022-08-30,17.8,24.7,12.9,73,5.0,Antananarivo
2022-08-30,17.8,24.5,11.3,63,6.0,Nairobi
2022-08-30,25.1,29.9,21.6,82,16.0,New York
2022-08-30,21.0,25.3,17.6,57,8.4,Paris
2022-08-30,16.1,22.9,9.3,63,16.3,Sydney
2022-08-30,24.4,28.3,21.9,83,8.7,Tokyo
2022-08-31,17.9,25.6,10.5,61,7.0,Antananarivo
2022-08-31,17.3,23.5,11.4,67,7.2,Nairobi
2022-08-31,24.6,28.8,20.6,68,14.6,New York
2022-08-31,21.6,27.1,15.5,55,10.4,Paris
2022-08-31,13.8,18.5,9.6,83,8.3,Sydney
2022-08-31,27.7,31.3,25.0,80,30.3,Tokyo
2022-09-01,14.8,21.4,9.1,66,13.4,Antananarivo
2022-09-01,17.0,23.1,11.5,63,5.7,Nairobi
2022-09-01,24.1,29.8,19.3,48,14.4,New York
2022-09-01,22.2,28.2,16.0,59,8.4,Paris
2022-09-01,14.7,19.0,10.1,84,11.2,Sydney
2022-09-01,27.2,31.5,23.5,84,16.2,Tokyo
2022-09-02,14.7,21.7,9.5,67,13.6,Antananarivo
2022-09-02,15.8,22.4,10.3,69,5.7,Nairobi
2022-09-02,20.6,24.9,15.7,59,12.1,New York
2022-09-02,19.9,23.0,17.2,74,8.1,Paris
2022-09-02,13.7,16.4,11.6,77,25.1,Sydney
2022-09-02,23.2,25.2,21.6,84,14.0,Tokyo
2022-09-03,15.3,22.3,11.1,67,12.6,Antananarivo
2022-09-03,16.5,22.6,11.9,70,6.3,Nairobi
2022-09-03,21.5,26.1,17.6,74,8.5,New York
2022-09-03,19.2,24.1,16.1,80,10.0,Paris
2022-09-03,13.9,15.0,12.2,70,24.7,Sydney
2022-09-03,24.2,28.4,21.2,85,10.0,Tokyo
2022-09-04,14.4,20.9,10.3,68,12.1,Antananarivo
2022-09-04,17.5,25.9,10.4,67,7.0,Nairobi
2022-09-04,24.0,30.1,20.2,73,8.6,New York
2022-09-04,22.1,28.7,14.9,53,8.7,Paris
2022-09-04,12.6,16.6,9.3,77,16.9,Sydney
2022-09-04,25.3,30.2,22.3,82,10.7,Tokyo
2022-09-05,14.5,18.7,11.6,77,14.0,Antananarivo
2022-09-05,18.3,25.9,11.2,67,5.3,Nairobi
2022-09-05,24.0,28.3,21.0,82,7.3,New York
2022-09-05,22.0,27.4,17.1,58,7.3,Paris
2022-09-05,12.9,16.4,9.4,73,16.0,Sydney
2022-09-05,25.9,29.8,22.9,84,10.7,Tokyo
2022-09-06,14.9,20.3,10.8,73,12.7,Antananarivo
2022-09-06,17.6,23.6,12.7,80,4.3,Nairobi
2022-09-06,21.8,25.1,20.7,92,11.2,New York
2022-09-06,20.6,27.5,15.8,74,8.4,Paris
2022-09-06,12.3,15.2,8.3,81,6.9,Sydney
2022-09-06,27.2,30.5,24.2,80,23.5,Tokyo
2022-09-07,15.1,21.7,7.8,73,10.2,Antananarivo
2022-09-07,16.9,23.2,14.3,80,6.6,Nairobi
2022-09-07,20.3,22.8,18.6,84,17.9,New York
2022-09-07,18.3,23.1,15.8,85,11.8,Paris
2022-09-07,14.7,17.1,12.7,73,11.9,Sydney
2022-09-07,26.1,29.5,23.6,87,9.2,Tokyo
2022-09-08,15.0,21.6,10.5,68,12.5,Antananarivo
2022-09-08,15.7,19.2,11.5,79,5.9,Nairobi
2022-09-08,20.6,23.8,17.9,76,11.2,New York
2022-09-08,17.8,22.7,14.7,75,17.6,Paris
2022-09-08,16.2,19.1,13.5,76,20.6,Sydney
2022-09-08,23.6,27.5,21.5,85,16.1,Tokyo
2022-09-09,15.1,21.9,10.7,65,11.5,Antananarivo
2022-09-09,16.3,21.3,10.4,73,4.5,Nairobi
2022-09-09,20.6,26.2,16.2,72,8.2,New York
2022-09-09,17.1,20.9,14.7,75,20.6,Paris
2022-09-09,14.9,19.1,12.0,73,13.2,Sydney
2022-09-09,24.4,28.0,21.9,85,11.9,Tokyo
2022-09-10,15.2,21.5,8.1,70,9.9,Antananarivo
2022-09-10,16.5,22.3,11.5,71,5.4,Nairobi
2022-09-10,20.9,27.3,15.3,74,7.9,New York
2022-09-10,16.3,20.1,13.5,84,14.7,Paris
2022-09-10,14.8,21.2,9.2,68,11.9,Sydney
2022-09-10,22.9,28.1,19.2,72,18.3,Tokyo
2022-09-11,15.9,22.5,9.6,70,11.3,Antananarivo
2022-09-11,17.6,24.1,12.8,68,6.4,Nairobi
2022-09-11,21.0,24.5,18.4,80,5.8,New York
2022-09-11,16.6,22.1,11.5,80,6.4,Paris
2022-09-11,13.1,20.0,8.2,62,11.1,Sydney
2022-09-11,23.4,26.9,21.5,80,17.4,Tokyo
2022-09-12,14.4,21.7,7.4,68,10.8,Antananarivo
2022-09-12,17.6,24.3,11.7,71,5.4,Nairobi
2022-09-12,22.5,27.8,19.9,86,8.7,New York
2022-09-12,19.7,26.5,12.6,71,8.1,Paris
2022-09-12,13.3,19.1,10.0,66,12.1,Sydney
2022-09-12,24.7,29.6,22.1,80,14.9,Tokyo
2022-09-13,15.5,24.5,6.3,69,8.3,Antananarivo
2022-09-13,18.0,24.1,12.8,72,6.3,Nairobi
2022-09-13,22.8,25.9,20.4,88,8.1,New York
2022-09-13,20.9,24.9,17.2,75,8.6,Paris
2022-09-13,11.8,15.4,8.5,74,12.4,Sydney
2022-09-13,26.1,31.3,22.6,83,8.7,Tokyo
2022-09-14,15.4,21.8,10.2,69,15.3,Antananarivo
2022-09-14,17.2,23.2,13.0,70,6.9,Nairobi
2022-09-14,20.9,26.7,15.7,65,13.9,New York
2022-09-14,20.8,24.2,16.6,82,11.9,Paris
2022-09-14,13.2,16.8,9.5,74,8.0,Sydney
2022-09-14,24.5,30.6,20.1,75,15.0,Tokyo
2022-09-15,13.7,19.3,8.0,72,16.8,Antananarivo
2022-09-15,17.1,21.6,13.0,65,7.2,Nairobi
2022-09-15,19.6,22.0,16.6,65,14.0,New York
2022-09-15,18.4,22.3,14.8,72,10.9,Paris
2022-09-15,14.4,17.1,12.0,86,14.0,Sydney
2022-09-15,22.2,26.6,17.5,74,9.8,Tokyo
2022-09-16,14.6,20.8,9.3,71,13.3,Antananarivo
2022-09-16,17.3,23.4,11.7,64,6.7,Nairobi
2022-09-16,17.2,24.0,11.8,62,8.0,New York
2022-09-16,14.4,18.0,10.0,66,10.6,Paris
2022-09-16,17.8,22.7,14.7,46,16.8,Sydney
2022-09-16,24.7,29.6,20.5,71,12.3,Tokyo
2022-09-17,14.6,21.0,8.7,74,12.0,Antananarivo
2022-09-17,17.8,22.8,14.0,66,7.3,Nairobi
2022-09-17,19.4,22.4,16.8,71,9.0,New York
2022-09-17,11.9,16.3,8.2,64,13.4,Paris
2022-09-17,16.1,21.0,11.6,48,17.7,Sydney
2022-09-17,26.8,31.3,23.9,74,9.2,Tokyo
2022-09-18,16.1,22.1,11.9,68,11.0,Antananarivo
2022-09-18,16.5,22.9,11.8,70,6.8,Nairobi
2022-09-18,22.0,28.9,17.1,74,14.2,New York
2022-09-18,13.0,19.4,7.3,66,13.0,Paris
2022-09-18,15.4,21.2,9.2,54,12.2,Sydney
2022-09-18,25.4,27.7,24.0,90,20.6,Tokyo
2022-09-19,15.5,21.4,11.1,72,12.1,Antananarivo
2022-09-19,18.9,25.4,13.3,61,7.4,Nairobi
2022-09-19,23.5,30.0,19.0,65,14.4,New York
2022-09-19,13.0,18.4,8.4,67,9.8,Paris
2022-09-19,13.5,20.8,7.2,63,10.3,Sydney
2022-09-19,26.9,29.5,25.3,83,43.6,Tokyo
2022-09-20,15.5,21.5,10.3,74,14.1,Antananarivo
2022-09-20,18.4,24.7,13.2,68,7.6,Nairobi
2022-09-20,21.5,25.7,17.8,75,12.5,New York
2022-09-20,12.6,17.2,6.7,72,6.5,Paris
2022-09-20,16.2,19.3,11.8,72,14.8,Sydney
2022-09-20,20.2,28.8,16.9,79,20.8,Tokyo
2022-09-21,15.1,20.8,11.0,72,16.0,Antananarivo
2022-09-21,18.4,25.7,12.1,61,8.6,Nairobi
2022-09-21,20.2,25.9,16.0,73,10.5,New York
2022-09-21,12.9,18.9,8.1,71,8.5,Paris
2022-09-21,16.9,20.2,15.0,83,21.0,Sydney
2022-09-21,18.5,22.8,14.4,73,16.7,Tokyo
2022-09-22,15.3,20.9,10.4,78,16.2,Antananarivo
2022-09-22,18.2,25.5,12.5,62,6.4,Nairobi
2022-09-22,20.5,25.2,17.3,76,15.9,New York
2022-09-22,13.1,19.9,7.1,68,5.8,Paris
2022-09-22,16.1,18.3,14.9,85,16.0,Sydney
2022-09-22,20.0,25.9,17.7,76,16.7,Tokyo
2022-09-23,15.7,23.0,9.4,70,12.8,Antananarivo
2022-09-23,18.4,26.1,12.1,59,7.6,Nairobi
2022-09-23,13.9,17.5,10.6,56,24.8,New York
2022-09-23,14.7,20.1,9.3,66,5.1,Paris
2022-09-23,15.3,17.6,12.5,92,10.3,Sydney
2022-09-23,24.1,27.1,20.1,87,14.5,Tokyo
2022-09-24,17.0,23.8,12.3,70,12.6,Antananarivo
2022-09-24,18.9,27.7,11.3,60,8.4,Nairobi
2022-09-24,13.5,20.6,9.5,57,14.9,New York
2022-09-24,14.2,17.4,11.8,85,7.7,Paris
2022-09-24,13.6,19.7,9.6,86,10.7,Sydney
2022-09-24,23.1,26.6,20.3,87,12.9,Tokyo
2022-09-25,16.4,23.0,11.1,71,14.3,Antananarivo
2022-09-25,18.7,25.5,13.6,64,7.8,Nairobi
2022-09-25,16.8,24.3,11.7,69,10.6,New York
2022-09-25,13.9,18.5,10.6,73,13.0,Paris
2022-09-25,13.9,20.1,9.0,78,7.6,Sydney
2022-09-25,21.1,26.0,17.5,80,9.6,Tokyo
2022-09-26,16.0,22.0,11.9,74,14.2,Antananarivo
2022-09-26,18.9,25.8,12.7,64,8.3,Nairobi
2022-09-26,18.0,23.6,13.2,72,16.5,New York
2022-09-26,12.7,15.4,11.0,76,19.0,Paris
2022-09-26,14.7,17.4,11.6,85,7.4,Sydney
2022-09-26,22.3,26.2,18.4,81,8.1,Tokyo
2022-09-27,15.8,23.4,11.0,66,11.9,Antananarivo
2022-09-27,18.5,26.8,12.2,56,8.4,Nairobi
2022-09-27,17.4,21.3,13.7,56,14.0,New York
2022-09-27,11.7,13.2,10.2,83,18.1,Paris
2022-09-27,16.3,21.0,13.4,84,9.2,Sydney
2022-09-27,21.8,27.5,17.5,76,14.2,Tokyo
2022-09-28,15.3,22.3,8.8,67,14.1,Antananarivo
2022-09-28,18.3,26.8,10.1,53,7.4,Nairobi
2022-09-28,15.3,20.9,10.2,60,12.5,New York
2022-09-28,11.8,14.8,8.4,80,10.5,Paris
2022-09-28,15.1,20.4,12.3,84,12.4,Sydney
2022-09-28,21.8,25.5,19.2,74,7.9,Tokyo
2022-09-29,15.3,21.6,10.2,68,14.1,Antananarivo
2022-09-29,18.9,26.3,10.7,57,7.1,Nairobi
2022-09-29,15.4,19.1,11.3,63,16.9,New York
2022-09-29,11.1,15.1,7.8,80,5.7,Paris
2022-09-29,14.6,17.5,13.2,84,27.7,Sydney
2022-09-29,21.1,24.3,17.9,81,8.5,Tokyo
2022-09-30,16.2,23.9,10.7,66,11.0,Antananarivo
2022-09-30,18.2,24.7,13.4,67,7.0,Nairobi
2022-09-30,13.7,16.6,10.6,67,14.5,New York
2022-09-30,12.2,18.2,5.1,73,12.0,Paris
2022-09-30,14.6,16.1,13.1,76,18.7,Sydney
2022-09-30,21.8,26.7,18.4,75,14.4,Tokyo
2022-10-01,16.8,25.1,9.1,67,10.5,Antananarivo
2022-10-01,19.2,26.6,14.1,65,7.1,Nairobi
2022-10-01,14.3,17.3,11.5,81,21.4,New York
2022-10-01,16.5,20.1,12.6,74,21.7,Paris
2022-10-01,13.2,16.7,10.4,78,10.6,Sydney
2022-10-01,21.6,27.6,16.5,75,12.1,Tokyo
2022-10-02,17.2,25.7,9.9,68,10.4,Antananarivo
2022-10-02,20.0,26.2,12.9,59,6.6,Nairobi
2022-10-02,13.4,14.9,10.4,74,25.5,New York
2022-10-02,15.2,19.5,9.1,89,14.5,Paris
2022-10-02,12.2,16.3,8.6,84,8.2,Sydney
2022-10-02,22.0,28.0,18.6,73,11.7,Tokyo
2022-10-03,18.3,27.4,10.9,67,8.3,Antananarivo
2022-10-03,19.2,26.5,11.8,64,7.6,Nairobi
2022-10-03,10.5,11.8,9.5,65,25.4,New York
2022-10-03,12.3,16.4,9.4,85,6.0,Paris
2022-10-03,13.7,18.6,7.8,69,9.1,Sydney
2022-10-03,22.7,26.3,20.4,75,12.2,Tokyo
2022-10-04,18.2,27.7,8.6,60,9.0,Antananarivo
2022-10-04,18.3,25.6,12.0,70,8.0,Nairobi
2022-10-04,10.0,12.5,8.1,91,27.8,New York
2022-10-04,13.1,20.1,6.7,84,7.6,Paris
2022-10-04,16.7,21.6,13.7,73,10.7,Sydney
2022-10-04,24.2,28.3,20.1,72,27.2,Tokyo
2022-10-05,18.1,28.0,8.3,60,10.5,Antananarivo
2022-10-05,19.7,26.3,14.5,59,8.8,Nairobi
2022-10-05,13.7,15.8,11.9,89,22.1,New York
2022-10-05,16.4,21.9,11.4,77,18.0,Paris
2022-10-05,14.8,16.5,13.8,88,17.0,Sydney
2022-10-05,17.4,23.6,13.8,85,18.3,Tokyo
